Product ID,Label,Type,Price,Benefit ID,Benefit Label,Period ID,Period Label,Include For Payments,Exclude For Payments,Total Payments,Commissionable Amount,Is Display Online,Display Start,Display Stop,State,First 3 of Zipcode,Full Zipcode,Member Age Minimum,Member Age Maximum,Member Smoker,Member Gender,Member Height Minimum,Member Height Maximum,Member Weight Minimum,Member Weight Maximum,Has Spouse,Spouse Age Minimum,Spouse Age Maximum,Spouse Smoker,Spouse Gender,Spouse Height Minimum,Spouse Height Maximum,Spouse Weight Minimum,Spouse Weight Maximum,Child Count Minimum,Child Count Maximum
42465,DIRECT ,Product,685.0,3288.0,Member + Children - $1250 IUA,1,Monthly,,1.0,,,Yes,,,Default,,,50.0,64.0,No,,,,,,No,,,No,,,,,,,
42465,DIRECT ,Product,390.0,3290.0,Member + Children - $2500 IUA,1,Monthly,,1.0,,,Yes,,,Default,,,18.0,29.0,No,,,,,,No,,,No,,,,,,,
42465,DIRECT ,Product,490.0,3290.0,Member + Children - $2500 IUA,1,Monthly,,1.0,,,Yes,,,Default,,,30.0,49.0,No,,,,,,No,,,No,,,,,,,
42465,DIRECT ,Product,580.0,3290.0,Member + Children - $2500 IUA,1,Monthly,,1.0,,,Yes,,,Default,,,50.0,64.0,No,,,,,,No,,,No,,,,,,,
42465,DIRECT ,Product,325.0,3291.0,Member + Children - $5000 IUA,1,Monthly,,1.0,,,Yes,,,Default,,,18.0,29.0,No,,,,,,No,,,No,,,,,,,
42465,DIRECT ,Product,415.0,3291.0,Member + Children - $5000 IUA,1,Monthly,,1.0,,,Yes,,,Default,,,30.0,49.0,No,,,,,,No,,,No,,,,,,,
42465,DIRECT ,Product,475.0,3291.0,Member + Children - $5000 IUA,1,Monthly,,1.0,,,Yes,,,Default,,,50.0,64.0,No,,,,,,No,,,No,,,,,,,
42465,DIRECT ,Product,702.0,3293.0,Member + Family - $1250 IUA,1,Monthly,,1.0,,,Yes,,,Default,,,18.0,29.0,No,,,,,,No,,,No,,,,,,,
42465,DIRECT ,Product,713.0,3293.0,Member + Family - $1250 IUA,1,Monthly,,1.0,,,Yes,,,Default,,,30.0,49.0,No,,,,,,No,,,No,,,,,,,
42465,DIRECT ,Product,947.0,3293.0,Member + Family - $1250 IUA,1,Monthly,,1.0,,,Yes,,,Default,,,50.0,64.0,No,,,,,,No,,,No,,,,,,,
42465,DIRECT ,Product,563.0,3295.0,Member + Family - $2500 IUA,1,Monthly,,1.0,,,Yes,,,Default,,,18.0,29.0,No,,,,,,No,,,No,,,,,,,
42465,DIRECT ,Product,575.0,3295.0,Member + Family - $2500 IUA,1,Monthly,,1.0,,,Yes,,,Default,,,30.0,49.0,No,,,,,,No,,,No,,,,,,,
42465,DIRECT ,Product,748.0,3295.0,Member + Family - $2500 IUA,1,Monthly,,1.0,,,Yes,,,Default,,,50.0,64.0,No,,,,,,No,,,No,,,,,,,
42465,DIRECT ,Product,445.0,3296.0,Member + Family - $5000 IUA,1,Monthly,,1.0,,,Yes,,,Default,,,18.0,29.0,No,,,,,,No,,,No,,,,,,,
42465,DIRECT ,Product,503.0,3296.0,Member + Family - $5000 IUA,1,Monthly,,1.0,,,Yes,,,Default,,,30.0,49.0,No,,,,,,No,,,No,,,,,,,
42465,DIRECT ,Product,647.0,3296.0,Member + Family - $5000 IUA,1,Monthly,,1.0,,,Yes,,,Default,,,50.0,64.0,No,,,,,,No,,,No,,,,,,,
